plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,avgMonthlyUsageGb,recentPlanChange,contractRenewalDue,region,churn
Plus,999,13,1,4,4,2,0,0,200,109,True,False,West,1
Plus,999,42,0,1,8,0,1,0,200,154,False,False,North,1
Premium,1499,48,1,4,0,2,0,1,500,181,True,True,South,1
Ultra,2499,41,4,2,6,1,1,1,1000,223,True,True,West,1
Plus,999,21,4,3,2,2,1,0,200,110,False,False,North,0
Plus,999,17,0,1,7,2,1,0,200,213,False,True,West,1
Premium,1499,49,2,7,6,4,0,0,500,279,False,False,North,1
Premium,1499,51,6,6,1,2,0,0,500,169,False,False,South,1
Ultra,2499,38,0,6,3,2,0,1,1000,110,False,True,East,1
Plus,999,8,7,0,2,5,1,0,200,166,False,False,North,1
Basic,699,20,3,7,7,2,1,0,100,203,False,True,North,1
Basic,699,44,1,5,3,1,0,0,100,196,True,False,South,1
Ultra,2499,37,6,4,7,2,0,0,1000,114,False,True,North,1
Ultra,2499,33,3,4,8,5,1,0,1000,160,True,False,South,1
Premium,1499,57,3,0,0,1,1,0,500,98,False,False,West,1
Plus,999,55,6,6,7,0,0,1,200,246,False,False,South,1
Premium,1499,21,2,2,8,5,0,0,500,212,True,False,South,1
Premium,1499,47,2,7,3,5,1,1,500,197,False,False,East,1
Plus,999,23,2,1,7,0,1,1,200,226,True,False,North,1
Basic,699,21,4,0,2,2,1,1,100,154,False,True,West,0
Basic,699,7,6,3,2,3,0,0,100,217,False,False,East,1
Basic,699,44,5,2,6,4,1,0,100,152,False,False,East,1
Plus,999,47,1,2,6,2,1,1,200,133,False,False,West,1
Ultra,2499,31,4,6,7,5,0,1,1000,237,False,False,South,1
Basic,699,45,3,3,3,1,1,0,100,201,False,False,North,1
Ultra,2499,43,7,1,6,0,1,1,1000,223,False,False,East,1
Ultra,2499,23,6,1,6,5,0,0,1000,158,False,False,East,0
Plus,999,26,0,6,8,1,0,1,200,173,False,False,North,1
Basic,699,49,0,6,6,0,1,0,100,164,False,True,East,0
Ultra,2499,34,0,5,0,3,0,0,1000,132,True,False,South,1
Ultra,2499,48,1,1,2,0,0,1,1000,286,False,False,South,0
Premium,1499,41,5,1,2,4,0,0,500,292,False,True,North,1
Plus,999,24,8,2,3,1,1,0,200,169,True,True,South,1
Ultra,2499,49,7,3,8,5,1,0,1000,178,False,False,West,0
Plus,999,16,6,0,8,5,1,0,200,261,True,False,West,1
Premium,1499,17,4,6,5,3,1,0,500,132,True,False,North,1
Basic,699,20,8,4,1,4,1,0,100,233,True,False,North,1
Basic,699,49,0,4,3,5,0,0,100,214,False,False,North,0
Basic,699,45,7,6,3,1,0,1,100,169,False,False,East,1
Premium,1499,4,4,4,3,1,1,0,500,165,False,False,North,1
Premium,1499,42,4,1,6,0,1,0,500,201,False,False,South,1
Basic,699,34,8,5,1,5,1,0,100,203,True,False,South,1
Premium,1499,31,4,1,0,1,1,1,500,20,False,True,East,1
Basic,699,46,5,2,5,4,0,1,100,165,True,False,East,1
Basic,699,52,1,6,4,2,1,1,100,60,False,False,West,1
Plus,999,11,0,1,0,1,0,1,200,166,False,False,East,0
Basic,699,36,5,1,1,0,0,1,100,193,False,True,East,1
Premium,1499,41,6,2,8,4,0,0,500,107,False,False,North,1
Plus,999,22,6,3,1,3,1,1,200,183,False,True,North,1
Plus,999,30,8,4,7,4,1,0,200,149,False,False,South,1
Plus,999,20,7,7,0,2,0,0,200,200,False,False,East,1
Basic,699,41,8,0,2,4,0,0,100,179,False,False,East,0
Plus,999,20,1,4,3,0,1,1,200,214,False,False,East,1
Premium,1499,37,6,3,4,4,0,0,500,177,False,False,West,1
Plus,999,16,4,5,0,0,1,0,200,182,False,True,North,1
Basic,699,14,0,7,6,3,0,1,100,234,True,False,North,1
Ultra,2499,36,4,6,4,5,0,0,1000,195,False,False,South,1
Basic,699,33,1,6,6,4,0,0,100,208,False,False,East,1
Premium,1499,29,2,4,7,3,0,0,500,158,False,False,West,0
Ultra,2499,10,0,1,6,0,1,1,1000,269,False,False,South,0
Basic,699,58,0,1,7,0,1,1,100,166,False,False,West,1
Ultra,2499,9,1,5,8,4,0,1,1000,209,False,False,North,1
Premium,1499,31,0,5,7,0,0,1,500,175,False,False,West,0
Premium,1499,7,6,5,6,3,1,1,500,57,True,False,North,0
Basic,699,9,0,7,0,0,0,1,100,167,False,False,South,0
Ultra,2499,32,2,6,2,2,1,0,1000,76,False,False,East,1
Plus,999,13,5,4,8,0,1,0,200,172,False,False,South,1
Premium,1499,14,4,2,2,4,1,1,500,208,False,False,North,1
Basic,699,5,3,3,8,4,0,0,100,211,False,False,North,1
Ultra,2499,23,8,4,0,0,1,0,1000,117,False,False,North,1
Premium,1499,29,8,7,0,5,0,1,500,284,False,True,West,1
Basic,699,18,6,3,6,4,0,0,100,244,False,True,West,1
Plus,999,25,2,6,6,0,1,0,200,68,False,False,West,0
Ultra,2499,59,7,5,2,4,1,1,1000,323,False,False,West,1
Premium,1499,55,4,7,8,4,0,1,500,156,True,True,East,1
Ultra,2499,49,7,0,5,0,1,1,1000,105,False,True,West,1
Premium,1499,54,8,1,8,5,1,1,500,172,False,False,East,1
Basic,699,15,1,3,8,3,0,1,100,170,False,False,North,1
Plus,999,2,1,3,4,4,1,0,200,276,False,False,South,1
Basic,699,60,4,0,4,3,0,1,100,322,False,False,South,1
Ultra,2499,60,2,3,6,5,0,1,1000,170,False,True,North,1
Premium,1499,50,4,4,6,5,1,0,500,228,False,True,North,0
Basic,699,56,5,4,6,4,1,0,100,99,False,False,South,1
Ultra,2499,37,0,1,8,2,1,1,1000,265,False,False,East,1
Basic,699,14,5,6,2,2,1,1,100,91,True,True,North,1
Basic,699,23,7,5,5,0,0,0,100,187,False,False,North,1
Ultra,2499,44,3,0,5,5,1,0,1000,156,False,False,South,1
Basic,699,29,5,2,8,1,0,1,100,231,False,True,South,1
Ultra,2499,45,0,7,2,0,0,0,1000,110,False,False,South,0
Plus,999,15,7,7,5,3,1,1,200,233,False,False,West,1
Premium,1499,14,2,4,1,2,1,0,500,287,False,False,North,0
Ultra,2499,23,7,4,6,2,1,1,1000,309,False,False,East,1
Plus,999,18,2,7,3,2,1,0,200,254,False,False,East,1
Premium,1499,10,2,7,3,2,0,0,500,181,False,False,West,1
Basic,699,18,4,7,7,3,1,1,100,292,False,False,West,1
Basic,699,2,3,1,8,4,1,0,100,174,False,False,West,0
Ultra,2499,43,8,6,7,5,1,0,1000,26,False,False,North,1
Premium,1499,31,8,4,6,1,0,0,500,227,False,False,West,1
Ultra,2499,55,5,1,5,1,0,0,1000,222,True,False,South,1
Plus,999,41,8,7,0,4,1,1,200,219,False,True,East,1
Ultra,2499,52,0,1,7,0,1,0,1000,219,False,False,North,0
Premium,1499,24,2,2,6,2,0,0,500,265,False,False,East,1
Premium,1499,46,7,7,3,2,0,1,500,197,False,True,South,1
Ultra,2499,46,1,1,3,5,0,0,1000,73,True,True,East,1
Basic,699,3,8,4,7,5,1,1,100,166,False,False,South,1
Plus,999,10,8,2,3,4,0,0,200,137,True,False,North,1
Plus,999,27,6,4,8,1,1,0,200,179,False,False,West,1
Ultra,2499,58,5,4,5,3,0,1,1000,197,True,False,West,1
Plus,999,17,4,6,8,2,1,0,200,149,False,False,North,1
Ultra,2499,34,3,0,6,1,1,1,1000,162,False,False,West,1
Premium,1499,18,4,6,3,0,0,1,500,143,False,False,North,1
Plus,999,30,4,3,0,4,0,0,200,226,True,True,North,1
Basic,699,9,8,5,1,1,1,1,100,249,True,False,North,1
Premium,1499,11,3,7,0,0,1,1,500,159,False,True,North,1
Plus,999,12,2,6,0,3,0,1,200,201,False,False,East,1
Ultra,2499,30,4,4,6,2,0,0,1000,277,False,False,South,1
Plus,999,35,5,4,3,3,1,1,200,142,False,False,East,1
Basic,699,40,6,4,5,4,1,0,100,226,True,True,South,1
Basic,699,10,5,5,8,4,0,0,100,245,False,True,North,1
Plus,999,60,5,7,0,5,1,1,200,92,False,False,South,1
Premium,1499,17,5,4,7,2,1,0,500,199,True,False,East,1
Ultra,2499,52,8,7,3,0,0,0,1000,103,False,False,East,1
Ultra,2499,57,3,4,6,4,1,1,1000,224,False,False,North,1
Basic,699,13,5,5,8,5,1,0,100,257,False,False,West,1
Plus,999,32,1,2,6,2,0,0,200,268,False,True,West,0
Basic,699,32,3,6,6,5,1,1,100,108,True,False,East,1
Basic,699,47,1,6,4,1,0,1,100,173,False,True,East,0
Plus,999,5,1,1,8,3,0,0,200,164,False,True,South,1
Basic,699,23,3,2,2,0,0,1,100,168,False,False,North,1
Ultra,2499,5,7,1,0,0,1,1,1000,60,False,True,West,0
Basic,699,50,1,7,3,4,0,1,100,173,False,True,West,1
Premium,1499,30,6,0,2,3,0,0,500,114,False,True,East,1
Premium,1499,58,5,0,6,1,0,1,500,223,False,False,East,1
Premium,1499,59,1,6,4,5,1,1,500,109,False,False,West,1
Ultra,2499,50,4,6,1,2,0,1,1000,287,True,True,North,1
Basic,699,14,7,4,3,3,1,1,100,20,False,True,West,1
Plus,999,13,2,2,5,5,0,0,200,296,False,False,South,1
Plus,999,56,3,3,4,2,0,0,200,145,False,True,West,1
Ultra,2499,35,6,6,1,0,0,0,1000,101,True,False,North,0
Basic,699,34,6,2,4,3,0,0,100,253,False,True,East,1
Basic,699,19,0,2,6,4,1,0,100,197,True,False,East,1
Basic,699,42,0,7,5,3,1,1,100,78,False,False,South,1
Plus,999,48,8,2,3,3,0,1,200,264,False,False,East,1
Plus,999,41,8,1,3,4,1,1,200,136,False,False,East,1
Plus,999,11,6,4,5,3,0,0,200,264,False,False,West,1
Ultra,2499,43,0,1,0,3,1,0,1000,116,False,False,West,1
Ultra,2499,37,3,1,0,4,0,1,1000,200,True,False,West,1
Basic,699,28,0,4,1,4,1,1,100,245,True,False,West,1
Basic,699,6,8,2,8,4,0,0,100,75,False,False,East,1
Premium,1499,15,5,3,0,4,1,1,500,145,False,True,West,1
Premium,1499,38,2,6,1,4,1,0,500,56,False,False,West,1
Plus,999,17,5,4,6,2,0,0,200,176,True,False,South,1
Premium,1499,34,3,0,0,1,1,0,500,184,False,False,West,1
Plus,999,17,4,1,0,4,1,0,200,262,False,False,South,0
Plus,999,29,2,7,7,4,0,1,200,217,True,False,South,1
Basic,699,36,1,6,7,0,1,1,100,121,False,True,South,1
Plus,999,4,7,3,6,0,1,1,200,234,False,False,East,1
Basic,699,33,4,0,0,0,0,0,100,179,False,True,South,1
Plus,999,47,1,4,8,4,0,1,200,159,False,True,South,0
Plus,999,7,5,1,2,3,1,0,200,206,False,True,West,1
Premium,1499,21,6,1,8,5,1,1,500,273,False,False,East,0
Plus,999,14,6,5,7,2,1,0,200,123,False,False,North,1
Ultra,2499,48,1,2,0,4,0,0,1000,149,False,False,West,1
Basic,699,37,7,6,8,0,0,1,100,195,False,False,North,1
Plus,999,47,7,7,0,5,1,1,200,121,False,False,East,0
Ultra,2499,24,7,7,5,4,1,1,1000,373,False,True,North,1
Ultra,2499,21,0,6,8,1,0,0,1000,45,False,True,South,1
Premium,1499,30,4,1,2,3,1,1,500,222,False,False,West,1
Premium,1499,17,6,0,5,1,0,1,500,114,False,False,South,1
Plus,999,1,5,7,8,4,0,0,200,162,False,False,South,1
Premium,1499,22,7,6,3,0,0,1,500,305,False,True,North,1
Basic,699,27,2,3,1,2,1,0,100,284,False,False,North,1
Ultra,2499,20,7,0,8,2,1,1,1000,109,True,False,South,1
Premium,1499,54,6,3,4,1,1,1,500,134,False,False,North,0
Premium,1499,7,6,2,6,3,0,1,500,150,True,False,South,1
Ultra,2499,4,1,3,2,0,1,1,1000,147,False,True,North,1
Basic,699,30,1,0,4,2,0,0,100,260,False,True,North,1
Basic,699,16,1,6,0,2,0,0,100,120,False,False,North,1
Premium,1499,6,7,4,1,2,1,1,500,193,False,False,South,0
Plus,999,60,5,5,1,3,1,0,200,209,False,False,South,1
Plus,999,25,3,3,8,3,1,1,200,181,False,True,East,1
Premium,1499,12,5,0,1,4,0,1,500,132,False,False,West,1
Ultra,2499,42,6,6,7,3,0,0,1000,70,False,False,East,1
Premium,1499,36,6,4,1,5,1,0,500,316,False,True,North,1
Plus,999,23,1,4,0,3,0,0,200,126,False,False,West,1
Plus,999,10,7,1,0,0,1,0,200,189,False,False,East,0
Plus,999,34,4,7,0,5,0,0,200,209,False,False,North,0
Plus,999,16,2,3,6,1,1,0,200,217,True,False,East,1
Basic,699,8,2,4,1,1,0,0,100,249,False,False,South,0
Basic,699,33,3,2,4,2,0,1,100,238,False,True,West,1
Ultra,2499,1,7,1,1,3,0,0,1000,195,False,False,East,1
Plus,999,47,3,5,3,0,1,0,200,314,False,True,West,1
Premium,1499,23,0,4,0,4,1,0,500,255,False,False,West,1
Ultra,2499,36,2,2,1,4,0,1,1000,170,False,False,North,1
Ultra,2499,9,7,0,3,4,1,1,1000,160,False,False,West,0
Plus,999,46,2,3,2,1,1,0,200,147,False,True,South,1
Basic,699,11,5,4,1,2,1,0,100,148,False,False,East,1
Basic,699,18,4,7,4,5,0,1,100,186,False,True,East,1
Premium,1499,30,4,0,6,5,1,0,500,78,False,True,South,1
Premium,1499,20,4,3,4,5,1,0,500,124,False,False,East,0
Ultra,2499,31,5,4,7,1,0,1,1000,195,False,True,West,1
Premium,1499,51,0,1,6,1,0,0,500,278,False,False,West,1
Basic,699,17,4,7,2,2,1,0,100,139,False,False,South,1
Ultra,2499,36,2,0,8,0,0,0,1000,215,False,False,North,1
Plus,999,11,0,2,5,1,0,0,200,277,False,False,East,0
Plus,999,41,5,4,7,4,0,0,200,182,True,True,South,1
Basic,699,11,5,1,0,0,0,0,100,114,False,False,South,0
Ultra,2499,37,8,3,5,4,1,0,1000,277,True,False,South,1
Plus,999,20,0,0,7,3,0,0,200,182,False,False,North,1
Premium,1499,4,6,5,2,2,1,0,500,203,False,False,East,1
Plus,999,44,0,5,1,2,0,0,200,222,True,False,West,0
Basic,699,2,7,4,4,0,0,1,100,202,True,False,North,1
Premium,1499,54,8,7,3,3,0,1,500,109,False,False,North,1
Plus,999,21,6,4,8,5,0,1,200,28,False,False,West,1
Ultra,2499,41,7,1,5,2,0,1,1000,226,False,False,East,1
Basic,699,51,4,7,7,0,0,1,100,152,False,False,North,1
Basic,699,15,5,3,3,3,0,1,100,279,False,True,West,1
Premium,1499,1,5,1,5,2,1,1,500,177,False,False,East,1
Ultra,2499,4,6,1,1,2,1,0,1000,257,False,False,North,0
Premium,1499,40,4,1,2,5,1,1,500,157,False,False,West,1
Ultra,2499,42,6,6,4,4,0,1,1000,248,False,True,West,1
Basic,699,49,0,1,8,0,0,0,100,74,True,False,South,1
Premium,1499,16,2,6,5,2,1,0,500,138,False,False,North,1
Ultra,2499,33,5,5,1,3,0,1,1000,123,False,True,North,0
Plus,999,18,5,4,8,4,0,0,200,35,False,False,East,1
Basic,699,39,1,0,0,3,1,1,100,152,False,True,South,1
Plus,999,6,6,7,2,3,1,1,200,179,True,False,South,1
Ultra,2499,23,0,5,0,5,1,1,1000,91,True,True,West,1
Basic,699,37,1,7,6,2,0,0,100,129,False,False,South,0
Basic,699,35,6,5,3,5,1,1,100,124,False,False,East,1
Plus,999,39,3,1,8,2,1,1,200,251,False,False,South,1
Ultra,2499,33,1,2,6,4,0,0,1000,171,False,False,West,0
Plus,999,12,0,1,7,0,0,0,200,164,False,False,North,1
Ultra,2499,9,3,2,5,2,0,0,1000,191,False,False,North,1
Ultra,2499,30,6,1,5,0,0,1,1000,224,False,False,East,1
Ultra,2499,30,6,0,0,2,0,1,1000,142,False,False,East,1
Plus,999,22,4,4,5,4,1,1,200,230,False,False,East,1
Ultra,2499,5,4,0,1,5,1,0,1000,68,False,False,North,1
Premium,1499,20,6,2,5,1,0,1,500,223,False,False,West,1
Plus,999,51,0,7,6,3,1,1,200,96,False,True,East,1
Plus,999,1,3,1,5,3,1,0,200,152,False,False,North,1
Plus,999,18,5,0,7,3,0,1,200,177,False,True,West,1
Basic,699,56,1,2,2,3,0,1,100,219,False,True,South,1
Ultra,2499,1,1,7,7,1,1,1,1000,94,False,True,South,1
Ultra,2499,7,3,5,4,1,1,0,1000,301,True,False,South,1
Plus,999,42,0,0,2,2,0,0,200,187,False,False,West,1
Premium,1499,2,7,1,8,5,1,0,500,200,False,False,East,1
Plus,999,21,6,2,8,3,1,0,200,200,False,False,East,1
Plus,999,16,6,4,2,0,1,0,200,240,False,False,West,1
Ultra,2499,49,1,6,6,1,0,0,1000,111,False,True,North,1
Basic,699,30,0,1,8,1,0,1,100,41,False,False,North,0
Premium,1499,7,2,1,8,4,0,0,500,240,False,False,North,1
Basic,699,38,4,4,5,5,1,1,100,160,False,False,West,1
Plus,999,27,7,1,1,3,0,0,200,287,True,False,East,1
Ultra,2499,45,4,1,7,2,1,1,1000,188,False,False,South,1
Basic,699,4,2,2,4,1,0,0,100,237,False,False,West,0
Premium,1499,15,3,3,5,0,1,0,500,56,False,True,East,1
Plus,999,29,0,3,0,3,1,1,200,111,False,True,North,0
Basic,699,32,3,1,0,0,0,0,100,280,True,False,East,1
Basic,699,53,5,2,0,2,1,1,100,123,False,False,West,1
Basic,699,2,3,5,3,3,0,0,100,153,False,False,South,1
Plus,999,48,0,2,5,1,0,1,200,167,False,False,North,1
Ultra,2499,39,6,5,7,3,1,1,1000,136,False,False,South,1
Basic,699,17,6,3,1,1,1,1,100,234,False,False,East,1
Basic,699,5,6,0,8,2,1,0,100,234,False,True,South,1
Premium,1499,44,4,4,4,3,1,1,500,253,False,False,West,1
Premium,1499,20,5,1,4,1,0,1,500,206,False,False,North,1
Ultra,2499,46,0,7,1,1,0,0,1000,173,False,False,South,1
Premium,1499,43,6,1,2,1,1,1,500,217,False,False,South,0
Basic,699,54,3,7,2,0,1,1,100,280,False,False,South,1
Ultra,2499,36,0,3,3,2,1,1,1000,132,True,False,East,0
Plus,999,37,1,1,3,4,0,0,200,208,False,False,East,1
Plus,999,40,8,4,8,5,1,1,200,49,True,True,North,1
Basic,699,17,6,2,7,4,1,1,100,31,False,False,South,1
Ultra,2499,60,2,7,2,2,0,0,1000,199,False,False,East,1
Premium,1499,6,4,7,5,1,0,0,500,188,False,False,South,1
Premium,1499,21,5,4,5,0,0,0,500,220,False,True,East,1
Plus,999,6,2,0,5,4,0,0,200,81,False,False,South,1
Plus,999,42,2,2,0,1,1,0,200,75,False,False,West,1
Ultra,2499,56,8,3,8,1,0,1,1000,168,False,False,North,1
Basic,699,43,0,7,7,1,1,1,100,146,False,False,East,1
Premium,1499,38,0,1,2,0,0,1,500,194,False,True,North,1
Plus,999,17,3,6,4,3,1,0,200,149,False,False,East,0
Premium,1499,19,0,3,1,2,0,0,500,115,True,False,East,0
Premium,1499,49,7,2,0,2,1,1,500,266,False,True,West,1
Premium,1499,57,5,5,0,1,1,1,500,184,False,True,South,1
Basic,699,30,2,2,8,4,1,0,100,161,False,False,West,0
Basic,699,7,0,6,5,5,0,1,100,192,False,False,South,1
Plus,999,43,3,6,1,2,0,1,200,309,False,False,South,1
Basic,699,30,2,7,4,5,0,0,100,171,True,False,East,1
Premium,1499,52,0,7,3,4,1,1,500,151,False,False,North,1
Premium,1499,33,5,1,5,4,0,1,500,20,False,True,East,1
Ultra,2499,34,4,0,4,0,1,1,1000,248,False,False,West,1
Premium,1499,55,1,5,6,4,0,0,500,194,False,False,South,1
Basic,699,41,1,6,8,4,1,0,100,309,False,False,West,1
Plus,999,1,4,7,1,2,0,1,200,165,False,False,South,1
Premium,1499,9,7,6,7,3,1,0,500,252,False,True,West,1
Ultra,2499,48,6,7,8,2,1,0,1000,246,False,True,East,1
Basic,699,42,1,1,6,4,1,1,100,115,False,True,North,0
Basic,699,28,8,7,4,3,0,1,100,96,False,True,South,1
Basic,699,1,1,1,0,1,0,0,100,192,False,False,North,1
Basic,699,6,1,2,0,0,1,1,100,236,False,False,North,0
Ultra,2499,37,6,1,4,1,0,0,1000,73,False,True,East,1
Plus,999,17,7,0,8,0,1,0,200,237,False,False,East,1
Plus,999,27,4,2,5,2,0,1,200,124,False,True,South,1
Basic,699,41,5,4,6,3,1,0,100,89,False,True,South,1
Plus,999,9,3,1,8,5,1,0,200,203,False,False,South,1
Premium,1499,49,4,5,3,4,1,1,500,234,False,True,South,1
Basic,699,45,3,5,6,5,0,0,100,278,False,False,South,1
Plus,999,27,2,6,8,5,1,1,200,226,True,False,East,1
Ultra,2499,39,0,4,4,3,1,0,1000,136,False,False,South,1
Basic,699,54,6,0,8,1,0,0,100,205,True,False,North,1
Plus,999,39,7,0,6,5,1,0,200,218,False,False,East,1
Plus,999,10,2,2,1,1,0,1,200,149,False,True,East,0
Plus,999,50,2,2,3,1,1,0,200,76,False,False,East,1
Ultra,2499,55,0,3,8,4,0,1,1000,139,False,False,East,1
Plus,999,43,2,3,3,1,0,1,200,157,False,False,West,1
Ultra,2499,6,0,1,8,3,0,0,1000,219,False,False,South,1
Ultra,2499,60,5,2,1,2,1,1,1000,212,False,False,South,1
Basic,699,46,0,4,8,4,1,1,100,110,False,True,South,1
Ultra,2499,13,0,3,7,2,1,0,1000,330,False,False,West,0
Plus,999,10,0,0,6,5,0,0,200,153,True,False,West,1
Ultra,2499,48,6,7,5,4,1,1,1000,145,False,False,East,1
Plus,999,15,3,5,3,4,0,1,200,208,False,False,North,1
Premium,1499,51,0,5,6,4,1,1,500,67,False,True,South,1
Basic,699,10,0,7,6,1,1,0,100,104,False,False,East,1
Premium,1499,43,2,7,5,3,0,1,500,282,False,False,West,1
Basic,699,31,0,1,1,3,1,1,100,72,False,False,West,0
Ultra,2499,16,5,1,0,3,1,1,1000,260,False,False,North,0
Ultra,2499,8,6,7,7,4,0,0,1000,208,True,True,East,0
Plus,999,15,0,0,8,1,0,1,200,35,True,False,North,0
Premium,1499,51,0,3,3,0,0,0,500,241,False,False,South,1
Plus,999,29,3,1,2,5,1,0,200,267,False,False,North,1
Ultra,2499,45,5,7,3,1,0,0,1000,187,False,False,North,1
Plus,999,59,8,3,8,3,0,0,200,111,False,False,North,1
Ultra,2499,54,7,6,3,0,0,0,1000,219,False,False,East,1
Ultra,2499,3,7,6,8,5,1,1,1000,26,False,False,North,1
Premium,1499,6,0,1,5,2,0,1,500,193,False,True,East,0
Plus,999,1,1,0,8,3,0,1,200,240,False,True,South,1
Plus,999,42,7,2,7,5,1,0,200,20,True,False,South,1
Plus,999,16,1,1,4,1,1,0,200,80,False,False,South,1
Ultra,2499,30,7,5,7,1,1,1,1000,188,False,False,East,1
Premium,1499,13,4,6,5,5,1,1,500,145,False,False,West,1
Plus,999,17,8,6,8,3,0,1,200,148,False,False,West,1
Plus,999,37,1,7,7,1,1,0,200,251,False,False,North,0
Basic,699,6,0,0,0,3,1,0,100,251,False,True,South,0
Plus,999,31,4,1,8,3,0,0,200,205,False,True,North,1
Basic,699,40,3,3,2,1,1,1,100,192,False,False,East,1
Premium,1499,47,4,4,7,1,1,1,500,94,False,False,East,1
Ultra,2499,53,7,1,7,2,0,1,1000,192,False,False,West,1
Premium,1499,9,0,6,1,1,1,1,500,119,False,False,South,1
Ultra,2499,6,8,2,5,5,0,0,1000,320,False,False,West,1
Basic,699,12,8,1,2,0,0,1,100,159,False,False,North,1
Ultra,2499,5,0,2,6,1,0,1,1000,175,False,False,South,1
Ultra,2499,9,8,4,4,1,1,0,1000,174,False,True,East,1
Basic,699,56,2,5,2,0,0,1,100,137,False,True,North,1
Basic,699,10,4,7,6,5,1,1,100,60,False,False,South,1
Basic,699,32,2,4,0,4,0,1,100,198,False,True,West,0
Premium,1499,34,1,4,1,5,1,1,500,164,False,False,North,1
Premium,1499,5,2,0,8,5,1,1,500,215,False,False,East,1
Premium,1499,3,5,6,8,2,1,0,500,202,False,True,North,1
Ultra,2499,24,2,7,7,1,0,1,1000,258,False,False,East,1
Plus,999,22,3,1,2,1,1,0,200,193,False,False,East,0
Basic,699,16,0,7,5,4,0,1,100,209,False,False,West,1
Ultra,2499,29,7,3,0,3,1,0,1000,222,False,False,West,1
Ultra,2499,49,7,4,0,4,0,1,1000,271,False,False,South,1
Basic,699,32,6,4,8,0,0,1,100,176,True,False,East,1
Basic,699,44,2,1,5,3,1,0,100,155,False,False,East,1
Basic,699,41,4,2,2,4,0,1,100,138,False,True,South,1
Plus,999,23,1,1,7,2,1,0,200,172,False,True,North,1
Premium,1499,26,0,7,0,5,1,0,500,115,False,False,West,1
Plus,999,6,7,2,6,0,0,1,200,193,False,True,North,1
Premium,1499,29,6,1,2,3,1,0,500,108,False,False,West,1
Premium,1499,33,5,3,7,4,1,0,500,223,False,False,North,1
Premium,1499,5,1,7,4,5,1,1,500,108,False,True,West,1
Premium,1499,19,5,7,4,3,1,0,500,199,False,False,East,1
Plus,999,20,8,5,6,2,0,0,200,152,False,False,East,1
Basic,699,47,5,6,5,1,1,1,100,249,True,True,East,1
Ultra,2499,11,6,6,8,0,0,1,1000,125,True,False,South,1
Premium,1499,17,6,3,1,3,1,1,500,48,True,False,West,1
Plus,999,56,2,3,7,2,1,0,200,178,False,True,South,1
Basic,699,17,3,2,5,2,1,0,100,213,False,False,South,1
Ultra,2499,28,6,5,3,2,1,1,1000,357,False,False,North,1
Basic,699,10,8,1,0,0,0,0,100,163,False,False,West,1
Basic,699,30,8,0,8,5,1,1,100,188,False,False,North,1
Plus,999,32,7,6,5,0,0,1,200,264,False,True,North,1
Plus,999,9,1,5,3,2,0,1,200,162,False,False,South,0
Basic,699,38,7,6,6,0,1,0,100,221,False,False,South,1
Basic,699,8,0,7,0,0,1,1,100,217,False,False,East,1
Plus,999,19,8,6,4,4,0,1,200,289,False,True,South,1
Plus,999,14,3,1,5,5,0,1,200,85,False,False,North,0
Premium,1499,5,0,3,7,2,0,1,500,106,True,False,West,1
Plus,999,59,3,7,3,5,0,1,200,90,False,True,East,1
Ultra,2499,14,5,5,5,5,0,0,1000,211,True,False,North,1
Premium,1499,9,5,3,5,4,1,0,500,198,False,True,West,1
Ultra,2499,4,5,4,4,2,0,1,1000,221,False,False,North,1
Basic,699,41,3,7,0,5,1,0,100,157,False,False,West,1
Premium,1499,9,1,2,1,0,0,1,500,187,False,False,West,1
Basic,699,3,0,4,8,3,1,1,100,127,True,False,East,1
Ultra,2499,53,2,2,2,4,0,1,1000,180,False,False,North,1
Basic,699,23,6,7,3,4,0,0,100,147,False,False,West,1
Basic,699,30,0,6,4,5,1,0,100,90,False,False,South,0
Premium,1499,6,7,5,2,0,1,1,500,268,False,True,South,1
Ultra,2499,26,2,7,3,1,1,1,1000,275,False,True,East,1
Plus,999,10,6,2,2,2,0,1,200,209,False,True,South,1
Plus,999,58,3,0,1,2,1,1,200,244,False,False,North,1
Basic,699,51,5,4,1,4,1,0,100,123,True,False,North,1
Basic,699,45,0,4,4,1,0,0,100,77,False,True,North,0
Plus,999,53,4,0,6,5,0,0,200,220,False,False,West,1
Ultra,2499,24,5,4,2,1,1,0,1000,171,False,False,East,1
Premium,1499,45,6,4,4,1,0,1,500,132,False,True,South,1
Premium,1499,9,6,7,4,4,1,0,500,146,False,False,South,1
Ultra,2499,4,5,2,3,4,0,1,1000,104,False,False,East,1
Basic,699,47,3,5,7,3,1,0,100,147,True,False,East,1
Ultra,2499,46,3,6,2,1,0,1,1000,234,False,False,South,1
Plus,999,41,4,7,7,5,1,0,200,171,True,False,West,1
Premium,1499,33,2,7,6,2,1,1,500,80,False,False,North,1
Ultra,2499,15,0,3,7,4,1,0,1000,193,False,False,East,1
Plus,999,37,8,3,6,4,1,1,200,190,True,True,East,1
Ultra,2499,6,1,5,5,2,0,0,1000,245,False,False,North,1
Ultra,2499,51,6,1,1,2,0,0,1000,229,False,False,West,0
Ultra,2499,58,0,1,2,3,0,0,1000,20,False,False,East,1
