plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,churn
Ultra,2499,58,3,6,7,3,1,1,1000,1
Ultra,2499,27,0,6,4,1,0,1,1000,1
Basic,699,42,10,8,2,1,0,1,100,1
Plus,999,45,4,2,6,5,1,1,200,0
Basic,699,5,5,4,1,1,0,1,100,1
Plus,999,5,2,5,4,1,0,1,200,1
Ultra,2499,32,6,8,3,2,1,1,1000,1
Premium,1499,57,6,4,2,3,1,1,500,1
Plus,999,26,9,3,5,3,0,0,200,1
Basic,699,8,8,4,0,6,0,1,100,1
Plus,999,35,2,4,6,2,1,0,200,0
Plus,999,45,6,0,7,3,0,0,200,1
Plus,999,48,1,6,6,3,1,0,200,1
Premium,1499,44,7,4,8,5,0,1,500,1
Plus,999,30,4,3,7,4,1,1,200,0
Plus,999,55,5,6,2,3,0,0,200,1
Ultra,2499,30,8,6,2,3,0,1,1000,1
Ultra,2499,46,10,1,2,5,1,1,1000,1
Basic,699,57,3,7,7,5,1,0,100,1
Premium,1499,6,9,3,3,5,1,1,500,1
Plus,999,41,10,6,3,0,1,0,200,1
Basic,699,39,4,5,6,5,0,0,100,1
Basic,699,47,4,1,4,1,1,1,100,0
Ultra,2499,44,0,4,3,6,0,1,1000,0
Plus,999,43,5,7,1,1,0,0,200,1
Plus,999,17,4,6,0,5,1,0,200,1
Plus,999,10,9,8,1,5,1,0,200,1
Ultra,2499,41,6,7,6,3,1,0,1000,1
Plus,999,59,9,3,2,5,1,0,200,1
Basic,699,32,6,4,5,0,0,1,100,1
Plus,999,36,8,0,0,2,0,0,200,1
Plus,999,60,9,5,1,2,0,0,200,1
Plus,999,59,5,4,8,6,0,0,200,1
Premium,1499,6,8,0,4,5,1,0,500,1
Plus,999,56,5,3,7,6,0,0,200,1
Basic,699,31,3,0,6,6,0,1,100,0
Premium,1499,53,0,4,4,2,1,1,500,0
Plus,999,18,8,8,6,1,1,0,200,1
Plus,999,12,10,7,0,1,0,1,200,1
Plus,999,18,10,7,3,3,1,0,200,1
Plus,999,59,9,6,6,3,1,1,200,1
Basic,699,5,2,6,0,6,0,0,100,1
Basic,699,5,2,0,8,4,1,1,100,1
Plus,999,31,9,3,0,5,0,0,200,1
Ultra,2499,5,10,6,3,0,1,0,1000,1
Plus,999,45,4,2,7,3,1,0,200,0
Ultra,2499,54,4,4,2,4,1,1,1000,0
Premium,1499,3,2,5,6,1,1,0,500,1
Basic,699,60,1,8,0,2,0,1,100,1
Premium,1499,26,1,0,6,1,0,1,500,0
Plus,999,17,8,7,6,4,0,0,200,1
Premium,1499,42,5,7,0,3,1,0,500,1
Basic,699,14,10,3,8,3,1,0,100,1
Premium,1499,17,4,6,3,0,1,0,500,1
Basic,699,15,10,1,6,6,1,1,100,1
Premium,1499,59,4,5,8,0,0,0,500,1
Premium,1499,30,5,6,8,1,1,1,500,1
Ultra,2499,9,10,6,3,5,1,1,1000,1
Plus,999,48,10,4,7,6,0,1,200,1
Ultra,2499,13,7,1,3,1,1,0,1000,1
Premium,1499,42,2,1,0,0,0,1,500,0
Plus,999,32,5,6,5,0,0,1,200,1
Basic,699,4,9,8,7,5,1,1,100,1
Basic,699,1,1,1,2,1,0,0,100,0
Basic,699,54,10,2,3,1,1,0,100,1
Ultra,2499,20,0,3,7,0,1,1,1000,0
Premium,1499,29,1,7,6,1,1,1,500,1
Ultra,2499,43,9,3,0,5,1,1,1000,1
Ultra,2499,13,7,1,4,0,0,1,1000,1
Basic,699,47,9,1,5,2,1,0,100,1
Plus,999,18,0,8,0,6,1,1,200,1
Premium,1499,58,7,5,6,0,0,0,500,1
Basic,699,9,8,6,5,3,1,1,100,1
Ultra,2499,41,3,2,0,2,0,1,1000,0
Basic,699,17,8,0,1,3,0,0,100,1
Plus,999,26,5,1,5,4,0,1,200,1
Plus,999,6,3,1,7,0,0,0,200,0
Basic,699,41,10,0,0,2,1,0,100,1
Plus,999,32,5,7,2,2,1,1,200,1
Premium,1499,57,1,3,0,3,0,0,500,0
Basic,699,3,9,4,5,1,1,1,100,1
Ultra,2499,23,10,3,7,0,1,1,1000,1
Ultra,2499,1,2,1,2,4,0,0,1000,0
Ultra,2499,18,8,0,2,1,0,1,1000,1
Basic,699,20,10,1,5,4,1,1,100,1
Plus,999,58,6,6,4,2,0,0,200,1
Basic,699,13,7,5,4,2,0,0,100,1
Ultra,2499,16,10,4,3,5,1,1,1000,1
Ultra,2499,22,9,1,4,1,0,0,1000,1
Ultra,2499,19,3,4,7,0,0,1,1000,0
Plus,999,12,10,8,5,2,0,0,200,1
Basic,699,55,9,5,1,3,1,0,100,1
Plus,999,42,3,2,7,6,0,0,200,0
Premium,1499,13,10,1,2,0,1,0,500,1
Basic,699,9,0,6,6,3,0,1,100,1
Premium,1499,58,6,7,6,1,0,0,500,1
Plus,999,28,0,3,4,0,0,0,200,0
Plus,999,45,10,2,6,6,1,0,200,1
Premium,1499,2,4,4,7,3,0,0,500,0
Ultra,2499,14,1,5,5,1,0,1,1000,1
Plus,999,45,3,1,3,3,0,1,200,0
Premium,1499,41,3,3,5,6,1,0,500,0
Plus,999,58,3,7,4,4,0,0,200,1
Ultra,2499,19,1,2,7,3,0,1,1000,0
Basic,699,43,10,6,5,2,0,1,100,1
Plus,999,54,1,3,2,2,0,1,200,0
Basic,699,24,5,8,8,5,1,1,100,1
Plus,999,58,4,4,7,4,1,1,200,0
Ultra,2499,41,0,8,0,6,0,0,1000,1
Plus,999,60,10,6,7,4,1,0,200,1
Basic,699,12,2,3,8,4,1,0,100,0
Basic,699,18,10,1,6,3,1,1,100,1
Ultra,2499,31,4,1,4,4,1,0,1000,0
Plus,999,32,3,7,0,4,0,0,200,1
Basic,699,6,8,7,7,6,0,1,100,1
Premium,1499,29,4,3,6,1,1,0,500,0
Ultra,2499,12,9,2,4,4,0,0,1000,1
Plus,999,10,0,3,6,1,0,1,200,0
Ultra,2499,50,5,8,7,3,1,1,1000,1
Plus,999,48,4,8,3,2,0,1,200,1
Premium,1499,35,9,3,5,6,1,1,500,1
Basic,699,46,4,6,0,6,1,1,100,1
Basic,699,55,4,0,5,2,1,1,100,0
Plus,999,41,5,3,0,6,1,1,200,1
Premium,1499,40,1,8,2,6,0,0,500,1
Premium,1499,49,8,3,0,0,0,1,500,1
Ultra,2499,17,2,1,0,1,0,0,1000,0
Plus,999,53,10,7,5,0,1,1,200,1
Premium,1499,3,4,3,3,3,1,0,500,1
Ultra,2499,41,4,0,4,4,0,1,1000,0
Premium,1499,9,8,6,5,0,1,0,500,1
Premium,1499,43,9,5,4,2,1,1,500,1
Premium,1499,26,7,2,7,5,0,0,500,1
Basic,699,55,2,5,1,1,0,0,100,1
Premium,1499,56,7,1,3,2,1,1,500,1
Basic,699,39,6,5,7,4,1,1,100,1
Ultra,2499,47,7,3,6,0,1,0,1000,1
Premium,1499,17,8,5,8,6,1,0,500,1
Plus,999,57,3,6,5,0,1,1,200,1
Basic,699,13,6,0,7,6,0,1,100,1
Premium,1499,23,3,4,4,3,1,0,500,0
Plus,999,47,7,7,6,0,1,1,200,1
Ultra,2499,22,3,7,4,4,0,0,1000,1
Plus,999,52,4,3,6,1,1,1,200,0
Ultra,2499,37,10,7,7,3,0,0,1000,1
Plus,999,7,7,2,8,1,1,0,200,1
Premium,1499,24,0,2,0,0,1,0,500,0
Ultra,2499,29,9,7,1,1,1,1,1000,1
Basic,699,27,4,6,4,4,0,0,100,1
Ultra,2499,26,2,8,3,1,0,0,1000,1
Plus,999,41,1,7,5,5,1,0,200,1
Ultra,2499,36,3,8,8,3,0,0,1000,1
Plus,999,9,6,4,2,3,0,1,200,1
Basic,699,21,5,6,3,0,0,0,100,1
Basic,699,45,9,2,2,0,0,1,100,1
Ultra,2499,15,10,0,4,4,1,1,1000,1
Basic,699,12,5,5,8,6,1,0,100,1
Basic,699,8,8,8,8,5,1,1,100,1
Plus,999,37,0,4,3,0,0,0,200,0
Ultra,2499,50,3,6,2,2,1,0,1000,1
Ultra,2499,6,5,2,4,4,0,0,1000,1
Plus,999,46,7,7,3,3,0,1,200,1
Ultra,2499,50,8,7,8,6,0,1,1000,1
Ultra,2499,36,6,5,5,5,0,0,1000,1
Ultra,2499,50,6,6,8,3,1,0,1000,1
Basic,699,22,0,4,0,6,0,0,100,0
Plus,999,12,5,0,2,3,0,0,200,1
Plus,999,30,5,5,4,0,0,1,200,1
Ultra,2499,1,1,0,4,0,1,1,1000,1
Plus,999,15,5,1,8,5,0,1,200,1
Plus,999,57,10,0,3,5,1,1,200,1
Ultra,2499,49,9,5,7,4,0,0,1000,1
Ultra,2499,31,3,2,3,6,0,1,1000,0
Basic,699,47,7,8,0,1,0,1,100,1
Basic,699,36,7,6,0,6,0,0,100,1
Ultra,2499,5,2,5,1,3,1,0,1000,1
Ultra,2499,1,0,6,0,0,0,0,1000,1
Plus,999,44,6,0,3,0,0,0,200,1
Ultra,2499,3,2,2,6,1,1,1,1000,1
Ultra,2499,35,1,8,8,4,1,1,1000,1
Basic,699,48,8,8,4,2,1,0,100,1
Plus,999,9,1,6,5,1,1,1,200,1
Plus,999,50,2,6,1,3,1,0,200,1
Basic,699,42,7,6,7,2,0,1,100,1
Premium,1499,38,5,2,7,1,1,0,500,1
Ultra,2499,50,3,8,3,1,1,1,1000,1
Ultra,2499,50,2,7,4,5,0,0,1000,1
Premium,1499,22,10,2,7,6,1,0,500,1
Plus,999,21,8,8,0,1,0,1,200,1
Plus,999,55,4,5,6,6,0,0,200,1
Premium,1499,57,8,0,3,0,0,1,500,1
Basic,699,20,3,5,2,6,1,0,100,1
Ultra,2499,59,4,0,6,0,1,1,1000,0
Plus,999,42,10,3,3,3,0,0,200,1
Premium,1499,23,0,5,2,0,1,1,500,1
Ultra,2499,11,2,0,6,1,1,0,1000,0
Basic,699,57,8,8,0,3,0,1,100,1
Basic,699,10,7,5,4,6,1,1,100,1
Basic,699,54,8,5,3,4,0,1,100,1
Premium,1499,3,7,6,7,1,0,0,500,1
Ultra,2499,18,10,5,8,5,1,1,1000,1
Basic,699,23,9,7,5,2,0,0,100,1
Basic,699,53,7,4,0,4,0,0,100,1
Basic,699,50,3,7,0,3,0,1,100,1
Premium,1499,25,10,2,5,2,1,0,500,1
Premium,1499,47,10,0,5,6,0,1,500,1
Plus,999,9,3,4,0,0,0,1,200,0
Ultra,2499,51,7,7,4,5,0,0,1000,1
Premium,1499,9,10,0,3,0,0,0,500,1
Plus,999,27,5,1,8,6,1,0,200,1
Premium,1499,35,8,4,7,4,0,0,500,1
Plus,999,56,8,4,2,6,1,0,200,1
Premium,1499,24,1,7,2,5,0,1,500,1
Plus,999,36,10,7,1,3,1,1,200,1
Plus,999,18,7,3,4,6,1,0,200,1
Premium,1499,57,0,2,1,0,0,1,500,0
Plus,999,8,7,6,0,4,0,1,200,1
Plus,999,40,0,0,3,6,0,0,200,0
Ultra,2499,4,2,0,6,0,1,0,1000,1
Basic,699,56,9,5,1,2,0,0,100,1
Plus,999,43,4,4,8,3,0,1,200,0
Basic,699,24,6,0,1,2,1,1,100,1
Premium,1499,52,7,6,7,3,0,1,500,1
Basic,699,6,10,4,5,2,0,0,100,1
Plus,999,26,7,4,5,0,1,0,200,1
Plus,999,16,2,0,5,3,1,1,200,0
Premium,1499,30,1,8,4,5,0,0,500,1
Plus,999,32,9,0,7,6,0,0,200,1
Basic,699,47,7,5,8,5,0,1,100,1
Plus,999,38,1,2,2,1,0,1,200,0
Premium,1499,14,0,6,4,4,0,1,500,1
Ultra,2499,56,0,8,1,1,0,1,1000,1
Basic,699,2,4,4,4,0,1,1,100,1
Ultra,2499,3,3,8,5,4,0,1,1000,1
Basic,699,46,10,6,6,6,1,0,100,1
Plus,999,9,10,6,5,6,0,1,200,1
Plus,999,6,9,4,7,3,0,0,200,1
Premium,1499,31,8,6,8,4,0,0,500,1
Premium,1499,40,6,1,0,0,1,1,500,1
Basic,699,57,0,7,0,5,0,0,100,1
Ultra,2499,60,7,8,0,6,0,0,1000,1
Ultra,2499,56,6,4,3,4,1,0,1000,1
Plus,999,40,3,0,5,6,0,1,200,0
Basic,699,60,0,5,2,0,0,1,100,1
Ultra,2499,36,8,0,4,1,0,0,1000,1
Ultra,2499,4,4,2,8,0,0,0,1000,0
Basic,699,44,4,6,4,3,0,1,100,1
Plus,999,17,0,1,7,1,0,0,200,0
Plus,999,4,2,6,1,3,1,0,200,1
Ultra,2499,54,5,0,7,2,0,0,1000,1
Plus,999,43,9,3,7,0,1,1,200,1
Ultra,2499,22,10,7,5,6,1,1,1000,1
Basic,699,51,3,1,4,2,0,0,100,0
Premium,1499,60,1,4,8,6,0,1,500,0
Plus,999,53,5,7,4,2,0,1,200,1
Plus,999,40,7,2,3,4,1,1,200,1
Premium,1499,26,1,2,8,3,0,0,500,0
Plus,999,34,7,6,4,3,0,0,200,1
Ultra,2499,17,7,2,1,5,0,0,1000,1
Premium,1499,54,7,1,1,3,1,1,500,1
Plus,999,31,3,2,2,2,1,1,200,0
Plus,999,4,6,7,4,2,1,1,200,1
Basic,699,50,0,6,6,0,1,0,100,1
Plus,999,30,7,6,6,3,0,1,200,1
Basic,699,1,3,6,0,4,0,0,100,1
Plus,999,27,6,4,6,4,1,1,200,1
Premium,1499,16,8,8,0,3,0,0,500,1
Plus,999,60,9,2,0,4,1,0,200,1
Plus,999,3,2,0,0,2,0,1,200,0
Ultra,2499,34,3,4,2,0,0,0,1000,0
Basic,699,42,3,1,5,6,0,0,100,0
Premium,1499,52,8,3,2,3,0,0,500,1
Basic,699,28,5,8,7,5,0,0,100,1
Ultra,2499,7,8,3,3,5,0,1,1000,1
Ultra,2499,38,8,7,8,4,0,0,1000,1
Basic,699,24,1,3,1,0,0,1,100,0
Basic,699,60,2,2,6,0,0,0,100,0
Ultra,2499,19,7,7,6,0,0,1,1000,1
Ultra,2499,12,3,6,3,6,0,0,1000,1
Basic,699,50,9,5,7,1,0,0,100,1
Basic,699,36,8,1,8,4,1,1,100,1
Basic,699,49,0,7,7,3,0,0,100,1
Premium,1499,52,0,0,0,6,0,0,500,0
Basic,699,30,6,4,2,1,0,1,100,1
Ultra,2499,13,8,2,7,0,0,0,1000,1
Basic,699,46,5,8,2,5,1,1,100,1
Basic,699,44,1,6,7,5,1,1,100,1
Plus,999,57,3,6,6,3,0,0,200,1
Ultra,2499,59,8,1,0,3,1,0,1000,1
Basic,699,31,7,1,4,5,0,1,100,1
Ultra,2499,9,2,2,1,3,0,1,1000,0
Basic,699,35,6,6,5,4,0,1,100,1
Basic,699,38,10,0,4,2,0,0,100,1
Premium,1499,56,4,4,3,2,0,0,500,0
Basic,699,58,10,1,5,4,0,1,100,1
Premium,1499,25,3,5,0,0,1,0,500,1
Ultra,2499,52,9,2,2,3,1,0,1000,1
Basic,699,39,8,7,8,2,1,0,100,1
Basic,699,6,8,3,8,3,1,1,100,1
Ultra,2499,37,10,5,6,1,0,1,1000,1
Ultra,2499,33,0,4,5,6,0,0,1000,0
Ultra,2499,26,10,1,0,1,1,0,1000,1
Basic,699,14,2,3,3,1,1,1,100,0
Premium,1499,26,4,7,6,0,0,0,500,1
Premium,1499,46,3,6,7,4,0,0,500,1
Plus,999,33,3,8,8,0,0,1,200,1
Basic,699,21,1,3,3,5,0,0,100,0
Basic,699,36,4,0,0,5,0,1,100,0
Plus,999,17,7,1,7,5,0,1,200,1
Premium,1499,14,10,1,4,4,0,1,500,1
Basic,699,2,1,2,1,5,0,1,100,0
Basic,699,16,2,4,6,1,1,0,100,0
Ultra,2499,16,10,0,7,2,0,1,1000,1
Ultra,2499,59,9,3,5,5,0,0,1000,1
Ultra,2499,48,5,7,2,5,1,1,1000,1
Premium,1499,4,0,6,3,5,1,1,500,1
Plus,999,25,2,6,7,6,0,0,200,1
Ultra,2499,54,10,4,6,0,1,1,1000,1
Basic,699,31,4,0,1,4,1,0,100,0
Ultra,2499,36,9,7,7,6,0,1,1000,1
Plus,999,33,6,0,8,0,1,1,200,1
Plus,999,59,9,6,8,0,1,1,200,1
Basic,699,33,8,3,2,3,0,1,100,1
Premium,1499,29,6,6,1,0,0,1,500,1
Ultra,2499,50,1,4,7,4,1,0,1000,0
Premium,1499,51,9,4,2,0,0,1,500,1
Premium,1499,4,7,7,1,1,1,1,500,1
Premium,1499,13,8,5,5,5,0,1,500,1
Premium,1499,57,0,0,7,4,1,1,500,0
Basic,699,4,2,8,1,5,1,0,100,1
Plus,999,57,8,4,5,5,0,1,200,1
Premium,1499,31,9,4,3,4,0,0,500,1
Premium,1499,30,7,6,0,6,1,1,500,1
Ultra,2499,39,9,8,5,2,0,1,1000,1
Basic,699,31,4,5,6,5,0,0,100,1
Plus,999,3,9,6,6,3,0,0,200,1
Ultra,2499,41,0,1,5,2,1,1,1000,0
Ultra,2499,59,0,2,6,6,0,0,1000,0
Basic,699,57,5,5,6,4,1,1,100,1
Ultra,2499,7,4,1,0,3,1,0,1000,0
Ultra,2499,54,6,8,6,3,1,0,1000,1
Ultra,2499,24,5,5,3,6,0,1,1000,1
Premium,1499,31,2,7,5,5,0,0,500,1
Premium,1499,12,6,7,1,1,0,1,500,1
Basic,699,3,10,8,6,3,0,1,100,1
Plus,999,13,3,6,6,1,0,1,200,1
Premium,1499,41,4,0,2,2,1,1,500,0
Plus,999,30,3,3,6,2,0,1,200,0
Plus,999,54,0,5,6,1,0,1,200,1
Plus,999,27,5,7,7,4,0,0,200,1
Premium,1499,28,1,4,2,2,0,0,500,0
Ultra,2499,50,4,4,1,1,0,1,1000,0
Ultra,2499,24,7,4,5,3,1,1,1000,1
Premium,1499,37,10,8,7,3,0,0,500,1
Premium,1499,27,5,3,4,6,0,1,500,1
Plus,999,35,0,4,7,4,1,0,200,0
Basic,699,47,10,1,3,0,1,0,100,1
Premium,1499,34,4,5,0,3,0,1,500,1
Ultra,2499,46,10,0,6,2,0,0,1000,1
Premium,1499,38,5,3,0,6,0,1,500,1
Plus,999,26,0,0,2,0,0,0,200,0
Premium,1499,20,10,1,1,0,0,1,500,1
Ultra,2499,39,2,0,5,2,0,1,1000,0
Basic,699,1,6,4,0,4,0,1,100,1
Basic,699,56,10,6,0,0,0,0,100,1
Ultra,2499,49,1,5,4,6,1,0,1000,1
Basic,699,49,4,3,7,4,1,0,100,0
Ultra,2499,36,1,8,6,5,1,1,1000,1
Ultra,2499,19,0,3,0,1,0,1,1000,0
Basic,699,12,1,4,3,2,1,1,100,0
Basic,699,58,1,1,3,2,0,0,100,0
Ultra,2499,24,0,3,8,1,1,0,1000,0
Ultra,2499,39,5,7,7,2,0,0,1000,1
Premium,1499,60,3,8,3,4,0,0,500,1
Basic,699,23,3,8,1,0,0,1,100,1
Ultra,2499,38,4,3,4,3,0,0,1000,0
Basic,699,24,2,0,3,3,0,1,100,0
Premium,1499,6,5,4,1,3,0,0,500,1
Plus,999,55,0,6,5,4,0,0,200,1
Basic,699,9,8,0,1,2,1,1,100,1
Plus,999,23,9,7,0,6,1,1,200,1
Basic,699,41,3,3,1,6,0,1,100,0
Plus,999,50,5,3,3,2,0,0,200,1
Plus,999,55,1,8,7,1,1,0,200,1
Plus,999,12,7,7,0,1,1,0,200,1
Basic,699,50,3,0,3,4,0,1,100,0
Plus,999,25,6,6,3,4,1,1,200,1
Plus,999,44,10,3,1,4,1,1,200,1
Plus,999,49,4,8,3,5,0,1,200,1
Basic,699,37,3,1,1,4,0,1,100,0
Ultra,2499,54,4,5,1,6,1,1,1000,1
Plus,999,43,5,8,0,5,1,1,200,1
Basic,699,4,0,2,1,6,1,0,100,1
Premium,1499,38,0,8,0,1,1,0,500,1
Ultra,2499,29,0,0,4,2,0,0,1000,0
Ultra,2499,44,10,3,1,4,1,1,1000,1
Ultra,2499,49,5,4,0,1,0,1,1000,1
Plus,999,54,9,8,5,4,0,1,200,1
Basic,699,29,5,1,8,5,1,0,100,1
Premium,1499,23,6,7,2,1,1,0,500,1
Basic,699,30,1,6,7,1,0,1,100,1
Plus,999,53,9,6,6,1,1,0,200,1
Basic,699,57,7,1,7,4,0,0,100,1
Ultra,2499,5,8,0,2,3,1,1,1000,1
Basic,699,10,8,2,0,3,1,0,100,1
Plus,999,34,7,4,4,2,0,0,200,1
Ultra,2499,43,6,0,6,3,1,1,1000,1
Ultra,2499,35,5,1,1,6,1,0,1000,1
Ultra,2499,47,0,1,0,6,0,0,1000,0
Premium,1499,26,8,5,0,4,0,1,500,1
Basic,699,35,1,2,3,5,1,0,100,0
Plus,999,33,8,1,3,6,1,1,200,1
Basic,699,4,0,6,8,3,1,1,100,1
Basic,699,17,7,0,8,3,0,0,100,1
Basic,699,12,1,8,0,6,0,1,100,1
Premium,1499,48,7,8,6,5,1,0,500,1
Premium,1499,24,7,2,4,5,0,1,500,1
Plus,999,32,4,2,7,1,0,1,200,0
Plus,999,49,8,2,2,4,1,1,200,1
Basic,699,26,1,3,0,2,1,1,100,0
Basic,699,31,4,3,0,3,1,0,100,0
Basic,699,12,2,3,2,0,1,0,100,0
Ultra,2499,42,4,5,2,4,1,1,1000,1
Premium,1499,52,5,6,5,0,0,0,500,1
Basic,699,12,10,1,3,5,0,1,100,1
Premium,1499,14,0,4,1,0,1,1,500,0
Basic,699,21,4,2,1,3,0,1,100,0
Basic,699,58,8,8,4,4,1,0,100,1
Plus,999,25,0,7,4,1,1,0,200,1
Premium,1499,37,7,6,4,2,1,0,500,1
Basic,699,50,4,7,3,1,1,0,100,1
Basic,699,59,2,1,1,0,1,0,100,0
Plus,999,22,7,2,4,1,0,1,200,1
Plus,999,32,0,2,5,2,0,0,200,0
Basic,699,53,3,8,2,2,0,0,100,1
Basic,699,38,7,1,4,1,0,1,100,1
Basic,699,27,10,3,2,2,0,0,100,1
Basic,699,22,4,2,1,2,0,1,100,0
Premium,1499,7,10,0,1,6,1,0,500,1
Basic,699,17,1,5,3,0,0,1,100,1
Ultra,2499,21,0,3,7,3,0,1,1000,0
Ultra,2499,48,4,6,3,3,1,1,1000,1
Basic,699,27,1,3,6,6,0,0,100,0
Basic,699,15,0,6,5,1,0,1,100,1
Premium,1499,41,6,6,5,0,0,1,500,1
Basic,699,9,8,1,4,5,1,0,100,1
Basic,699,11,5,7,4,5,1,0,100,1
Premium,1499,50,0,4,1,0,1,0,500,0
Premium,1499,43,1,1,2,0,1,0,500,0
Plus,999,50,3,6,6,3,1,1,200,1
Plus,999,33,10,1,4,3,1,1,200,1
Basic,699,29,1,5,2,1,0,1,100,1
Ultra,2499,48,0,0,4,1,0,1,1000,0
Plus,999,48,3,7,7,0,1,0,200,1
Premium,1499,31,0,7,3,4,1,0,500,1
Ultra,2499,56,7,6,0,5,1,0,1000,1
Plus,999,6,10,2,2,6,0,0,200,1
Premium,1499,42,2,6,8,5,0,0,500,1
Ultra,2499,39,2,1,7,2,0,1,1000,0
Premium,1499,43,2,3,8,1,1,1,500,0
Ultra,2499,44,3,8,6,5,0,0,1000,1
Plus,999,15,4,1,1,3,0,1,200,0
Plus,999,52,9,7,4,0,1,0,200,1
Ultra,2499,3,0,6,1,0,1,1,1000,1
Ultra,2499,3,8,2,0,1,1,1,1000,1
Ultra,2499,59,4,8,8,5,0,0,1000,1
Ultra,2499,50,1,6,1,6,0,0,1000,1
Plus,999,55,10,0,2,4,0,0,200,1
Premium,1499,45,3,4,3,4,0,1,500,0
Basic,699,25,9,5,4,0,1,1,100,1
Basic,699,50,5,4,4,2,1,0,100,1
Basic,699,20,2,8,2,1,0,0,100,1
Plus,999,57,9,1,1,4,0,1,200,1
Ultra,2499,10,1,2,0,5,1,0,1000,0
Plus,999,32,10,7,7,0,1,1,200,1
Plus,999,4,9,1,8,2,1,1,200,1
Plus,999,18,10,0,1,0,0,0,200,1
Plus,999,50,8,3,4,6,0,0,200,1
Ultra,2499,12,0,8,2,3,0,1,1000,1
Basic,699,17,8,8,0,4,1,1,100,1
Basic,699,46,10,3,5,6,0,0,100,1
Basic,699,13,2,2,1,2,1,1,100,0
Ultra,2499,2,2,5,2,2,0,0,1000,1
Ultra,2499,47,3,6,4,1,1,1,1000,1
Premium,1499,11,3,8,6,3,0,1,500,1
Ultra,2499,48,1,4,3,6,1,0,1000,0
Basic,699,2,1,1,5,6,1,1,100,1
Basic,699,39,3,1,3,0,1,1,100,0
Premium,1499,6,0,1,0,5,1,0,500,0
Ultra,2499,12,2,2,8,0,0,0,1000,0
Ultra,2499,17,10,5,1,5,0,1,1000,1
Basic,699,43,6,3,7,3,1,0,100,1
Basic,699,9,1,2,0,6,1,1,100,0
Basic,699,54,6,3,5,2,1,0,100,1
Ultra,2499,3,1,0,8,6,1,0,1000,1
Premium,1499,3,7,6,3,6,0,1,500,1
Premium,1499,3,10,2,0,5,1,1,500,1
Plus,999,33,0,0,6,0,0,1,200,0
Premium,1499,44,8,6,1,3,0,0,500,1
Premium,1499,32,2,5,7,0,1,0,500,1
Premium,1499,1,8,8,1,1,1,0,500,1
Plus,999,23,5,0,0,2,0,1,200,1
Premium,1499,51,6,6,7,6,1,1,500,1
Plus,999,43,5,5,6,3,0,0,200,1
Basic,699,5,6,1,4,4,0,0,100,1
Ultra,2499,58,3,5,7,1,0,1,1000,1
Premium,1499,5,1,0,7,3,0,0,500,0
Premium,1499,40,0,1,1,3,0,0,500,0
Premium,1499,55,0,5,1,0,1,0,500,1
Ultra,2499,21,10,3,8,2,0,0,1000,1
Premium,1499,7,7,7,2,3,1,1,500,1
Premium,1499,18,2,3,3,5,0,0,500,0
Premium,1499,10,5,3,2,4,0,1,500,1
Plus,999,23,0,0,8,3,0,0,200,0
Ultra,2499,25,8,3,8,6,1,0,1000,1
Plus,999,44,4,3,1,0,1,0,200,0
Plus,999,24,4,3,6,0,0,0,200,0
Basic,699,40,9,4,5,6,1,0,100,1
Plus,999,16,4,7,7,6,1,0,200,1
Basic,699,43,10,2,2,1,1,1,100,1
Premium,1499,54,9,7,2,5,1,1,500,1
Ultra,2499,18,3,1,7,6,1,1,1000,0
Plus,999,8,9,0,1,1,0,1,200,1
Ultra,2499,52,1,8,1,2,0,1,1000,1
Plus,999,27,2,2,8,0,0,0,200,0
Basic,699,31,9,7,6,6,1,1,100,1
Premium,1499,57,6,0,7,5,1,0,500,1
Basic,699,3,7,3,5,4,1,0,100,1
Premium,1499,28,8,0,1,3,1,1,500,1
Basic,699,52,9,3,4,0,0,1,100,1
Plus,999,56,0,0,0,5,1,0,200,0
Ultra,2499,18,8,8,0,3,1,1,1000,1
Plus,999,41,0,6,7,3,1,1,200,1
Ultra,2499,36,0,8,0,6,1,1,1000,1
Premium,1499,11,8,6,8,1,1,0,500,1
Plus,999,51,4,7,4,6,1,0,200,1
Basic,699,57,1,4,8,1,1,1,100,0
Ultra,2499,13,3,4,6,6,1,1,1000,0
Basic,699,15,7,2,5,1,0,1,100,1
Premium,1499,45,4,6,6,5,0,1,500,1
Ultra,2499,4,9,6,0,5,0,0,1000,1
Ultra,2499,15,8,7,3,5,0,0,1000,1
Premium,1499,46,4,8,4,5,1,1,500,1
Basic,699,59,1,1,2,5,0,0,100,0
Ultra,2499,46,6,6,8,1,1,1,1000,1
Plus,999,38,6,6,7,1,0,1,200,1
Premium,1499,2,6,1,2,4,0,1,500,1
Ultra,2499,15,4,0,4,2,0,0,1000,0
Premium,1499,40,9,3,7,2,0,1,500,1
Premium,1499,53,4,4,3,4,1,1,500,0
Plus,999,41,1,5,1,6,0,0,200,1
Plus,999,12,3,4,6,4,0,1,200,0
Basic,699,46,1,6,1,3,0,0,100,1
Plus,999,8,9,3,7,4,0,0,200,1
Ultra,2499,16,1,0,3,3,0,0,1000,0
Ultra,2499,32,4,0,4,1,1,0,1000,0
Plus,999,59,8,7,1,6,0,1,200,1
Plus,999,34,2,7,2,2,0,0,200,1
